place_id,name,category,area,address,phone,website,rating,reviews,google_maps_url,instagram,online_booking,whatsapp,score,priority,status,first_seen,last_seen,notes,website_status,website_checked,booking_status,booking_url,booking_platform,booking_evidence,search_area,search_category,search_type
ChIJs0ZUs5BnXj4RiLFglcLkOQA,Dash and Glam Beauty Studio,salon,Al Reem Island,Reem Island Sigma Tower 2 - Al Reem Island - Tamouh - Abu Dhabi - United Arab Emirates,050 330 3588,https://www.instagram.com/i_lash_daria?igsh=cTUzMTc2djRwdmk=,5,16,https://maps.google.com/?cid=16295598053437832,,,,50,MEDIUM,NEW,2026-08-24,2026-08-28,,SOCIAL_PROFILE,2026-08-30,SOCIAL_ONLY,https://www.instagram.com/i_lash_daria?igsh=cTUzMTc2djRwdmk=,,Only social profile available,,,
ChIJ0aqt6ztz_a8Rrw4sUQPIb8c,Rose Petals Ladies Salon,salon,Al Reem Island,Damac - Oceanscape - Qirtas St - Al Reem Island - Shams Abu Dhabi - Abu Dhabi - United Arab Emirates,056 454 2353,,4.5,83,https://maps.google.com/?cid=14370924852534841007,,,,70,HIGH,NEW,2026-08-24,2026-08-28,,NO_WEBSITE,2026-08-30,NO_WEBSITE,,,No website listed,,,
ChIJJRQvpxpnXj4RWzb_3l_p7l0,Scintillia Beauty Lounge,salon,Al Reem Island,"Reem Island, Amaya Tower 2 - 418 Bilshuʹoum St - Al Reem Island - Shams Abu Dhabi - Abu Dhabi - United Arab Emirates",050 697 6111,http://www.scintillia.com/,4.6,150,https://maps.google.com/?cid=6768603887956866651,,,,45,MEDIUM,NEW,2026-08-24,2026-08-28,,ACCESSIBLE,2026-08-30,NO_BOOKING_FOUND,,,,,,
ChIJjxX0knlnXj4R44jguI9QG6w,Level Up Russian beauty salon,salon,Al Reem Island,"ground floor, Horizon towers - Al Reem Island - Tamouh - Abu Dhabi - United Arab Emirates",050 939 8820,,4.4,73,https://maps.google.com/?cid=12401594577107060963,,,,65,HIGH,NEW,2026-08-24,2026-08-28,,NO_WEBSITE,2026-08-30,NO_WEBSITE,,,No website listed,,,
ChIJicmWN_5nXj4RlcNpSiVRe_k,J’ADORE beauty center,salon,Al Reem Island,Um al u - Al Reem Island - Shams Abu Dhabi - Abu Dhabi - United Arab Emirates,050 423 8121,https://www.instagram.com/jadorebeautycenter?igsh=YW4yYTlqY3hva3lh,4.6,200,https://maps.google.com/?cid=17977051558183551893,,,,60,HIGH,NEW,2026-08-24,2026-08-28,,SOCIAL_PROFILE,2026-08-30,SOCIAL_ONLY,https://www.instagram.com/jadorebeautycenter?igsh=YW4yYTlqY3hva3lh,,Only social profile available,,,
ChIJ5TgEj7NnXj4RDaKIGvu6RAY,Cooltime beauty lounge,salon,Al Reem Island,Reem Island Maria square Paragon mall - جزيرة الريم - طموح - أبو ظبي - United Arab Emirates,050 138 7479,http://www.facebook.com/cootimesalon/,4.4,114,https://maps.google.com/?cid=451691450288611853,,,,55,MEDIUM,NEW,2026-08-24,2026-08-28,,SOCIAL_PROFILE,2026-08-30,SOCIAL_ONLY,http://www.facebook.com/cootimesalon/,,Only social profile available,,,
ChIJY-GQyM9nXj4R1tR5oLnTAMk,Oraya Beauty Lounge,salon,Al Reem Island,Al Radeen St - Al Reem Island - Tamouh - Abu Dhabi - United Arab Emirates,02 639 5696,https://orayabeautylounge.com/,4.8,73,https://maps.google.com/?cid=14483809195838264534,,,,0,LOW,NEW,2026-08-24,2026-08-28,,ACCESSIBLE,2026-08-30,CONFIRMED_BOOKING,https://orayabeautylounge.com/,Fresha,Booking platform detected: Fresha,,,
ChIJ8TsCxJ1nXj4RbbrhicyE6kc,Marjorie Spa & Beauty Ladies Salon,salon,Al Reem Island,Mangrove Place - Rabat St - Al Reem Island - Shams Abu Dhabi - Abu Dhabi - United Arab Emirates,056 700 4042,https://marjorie.ae/,4.9,86,https://maps.google.com/?cid=5182100335264643693,,,,20,LOW,NEW,2026-08-24,2026-08-26,,HTTP_403,2026-08-30,UNKNOWN,,,Website status: HTTP_403,,,
ChIJl0EfKNxnXj4RE_7LPFfBu_U,Top Level Lady Beauty Salon,salon,Al Reem Island,Al Reem bay tower A - Al Reem Island - RR2 - Abu Dhabi - United Arab Emirates,050 372 9686,https://www.facebook.com/people/Top-Level-Lady-Beauty-Salon/61576956731274/,4.5,43,https://maps.google.com/?cid=17706958940363554323,,,,50,MEDIUM,NEW,2026-08-24,2026-08-28,,SOCIAL_PROFILE,2026-08-30,SOCIAL_ONLY,https://www.facebook.com/people/Top-Level-Lady-Beauty-Salon/61576956731274/,,Only social profile available,,,
ChIJX6rf6ylnXj4RLcYDDzPZAuo,Head Barbers 1945 & Luxury Spa,salon,Al Reem Island,Reem Mall - Entrance B1 - Al Reem Island - Zone 11 - Abu Dhabi - United Arab Emirates,02 678 4140,https://headbarbers.ae/,4.8,587,https://maps.google.com/?cid=16862278768147023405,,,,0,LOW,NEW,2026-08-24,2026-08-27,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,https://headbarbers.ae/reservation,,Booking-related URL detected: https://headbarbers.ae/reservation,,,
ChIJ79IYKRFnXj4RMx7me4gh_Jg,Jiji's Ladies Salon,salon,Al Reem Island,"Ground Floor, C6, Hydra Avenue - near Carrefour Supermarket - جزيرة الريم - الريم طموح 3 - أبو ظبي - United Arab Emirates",02 448 2841,https://www.instagram.com/jijissalon,4.3,101,https://maps.google.codata/last_search.jsonm/?cid=11023722857974079027,,,,55,MEDIUM,NEW,2026-08-25,2026-08-28,,SOCIAL_PROFILE,2026-08-30,SOCIAL_ONLY,https://www.instagram.com/jijissalon,,Only social profile available,,,
ChIJTzbECidnXj4RapPAqym1g6g,Kids Style Salon Reem Mall,salon,Al Reem Island,Reem Mall - Al Reem Island - Najmat Abu Dhabi - Abu Dhabi - United Arab Emirates,02 627 0688,,4.7,198,https://maps.google.com/?cid=12142748210900800362,,,,75,HOT,NEW,2026-08-27,2026-08-28,,NO_WEBSITE,2026-08-30,NO_WEBSITE,,,No website listed,,,
ChIJf0lCeppnXj4RpNFakW7VXQU,Salude Beauty Spa,salon,Al Reem Island,"Ground Floor, Pixel Tower 4, Makers District - GC37+PQJ - جزيرة الريم - شمس أبوظبي - أبو ظبي - United Arab Emirates",02 550 8084,https://saludebeautyspa.com/,5,88,https://maps.google.com/?cid=386699813885497764,,,,20,LOW,NEW,2026-08-27,2026-08-27,,INACCESSIBLE,2026-08-30,UNKNOWN,,,Website status: INACCESSIBLE,,,
ChIJXZUJL9FnXj4R5Uc3ye-seFc,"House of Barber Family Salon (HOB) - Najmat, Al Reem, Abu Dhabi",salon,Al Reem Island,Najmat tower Reem bay tower - Al Reem Island - RR2 - Abu Dhabi - United Arab Emirates,050 886 7205,http://www.houseofbarber.com/,4.7,177,https://maps.google.com/?cid=6302977824378013669,,,,45,MEDIUM,NEW,2026-08-28,2026-08-28,,ACCESSIBLE,2026-08-30,NO_BOOKING_FOUND,,,,,,
ChIJ93WxzyVGXj4RV-nEwzu_2CI,"Tara Rose Salons - Khalifa City A, Abu Dhabi",salon,Khalifa City,"Khalifa City A, Street 26, Villa 198, Near Adnoc Petrol Station - مدينة خليفة - حوض 15 - أبو ظبي - United Arab Emirates",02 583 2065,https://www.tararosesalon.com/en/ae/locations/abu-dhabi/khalifa-city/,4.8,904,https://maps.google.com/?cid=2510967055667489111,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,,,Booking keyword detected: book now,,,
ChIJI1MU0phHXj4R9Cwmi8huUZY,hair and nail beauty salon,salon,Khalifa City,CHF6+HRF - A - Khalifa City - Sector 32 - Abu Dhabi - United Arab Emirates,050 797 5400,https://rekaz.io/hair-and-nail,4.7,2011,https://maps.google.com/?cid=10831560386409802996,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,https://static.rekaz.io/website-v3/4dd24fd6208ab23b90b099ec0c845a7f65a9cd1f/assets-v3/booking-options-BbRtHqGM.js,,Booking-related URL detected: https://static.rekaz.io/website-v3/4dd24fd6208ab23b90b099ec0c845a7f65a9cd1f/assets-v3/booking-options-BbRtHqGM.js,,,
ChIJHeslLLBHXj4R2k220ct8BWA,Boho Salon,salon,Khalifa City,Khalifa City - Al Rayyana - Abu Dhabi - United Arab Emirates,02 546 6996,http://bohosalon.ae/,4.8,818,https://maps.google.com/?cid=6919073617363226074,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,CONFIRMED_BOOKING,http://bohosalon.ae/,Fresha,Booking platform detected: Fresha,,,
ChIJ7YfCKAXNFAARAun7rUoz3ns,Boujie Beauty Salon,salon,Khalifa City,76 Al yas al Ali street - Mezzanine floor - Building C10 - A - مدينة خليفة - حوض 13 - أبو ظبي - United Arab Emirates,056 520 5151,https://boujie.ae/,4.7,449,https://maps.google.com/?cid=8925627907334465794,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,,,Booking keyword detected: book now,,,
ChIJKWCUUOFHXj4Rrd1yQPVEeQs,"My Look Ladies Beauty Lounge, Khalifa City Branch",salon,Khalifa City,"Khalifa City A, C5 Building, M Floor- Office 04 - next to Municipality Building - مدينة خليفة - حوض 33 - أبو ظبي - United Arab Emirates",055 661 5570,,4.6,230,https://maps.google.com/?cid=826767826738142637,,,,75,HOT,NEW,2026-08-29,2026-08-29,,NO_WEBSITE,2026-08-30,NO_WEBSITE,,,No website listed,,,
ChIJEz8EupNPXj4RFbdYFRkXgwU,Mantis Gent's Salon Khalifa City,salon,Khalifa City,"khalifa city A, SE45 Building 61C - مدينة خليفة - جنوب شرق 45 - أبو ظبي - United Arab Emirates",050 835 3530,http://www.mantisgentssalon.com/,4.9,1709,https://maps.google.com/?cid=397186588638492437,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,CONFIRMED_BOOKING,https://mantisgentssalon.com/,Fresha,Booking platform detected: Fresha,,,
ChIJew69Lv1FXj4RjK59U-COz1k,Bedashing Beauty Lounge Khalifa City A,salon,Khalifa City,Al Mireef St - Khalifa City - SE42 - Abu Dhabi - United Arab Emirates,600 560037,http://www.bedashingbeauty.com/,4.5,2453,https://maps.google.com/?cid=6471548283679256204,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,,,Booking keyword detected: book appointment,,,
ChIJzyPbvrtHXj4R6KGLA8AAb2Q,Brush and Blush Beauty Parlour,salon,Khalifa City,Theyab Bin Eissa St - Khalifa City - SW6 - Abu Dhabi - United Arab Emirates,02 582 2238,http://www.brushandblushbeautyparlour.com/,4.5,576,https://maps.google.com/?cid=7237003950900879848,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,http://www.brushandblushbeautyparlour.com/book-appointment,,Booking-related URL detected: http://www.brushandblushbeautyparlour.com/book-appointment,,,
ChIJJa-aG9pHXj4RITVTPeiexls,Elegant Edge Ladies Salon | Khalifa City,salon,Khalifa City,"Unit-105, Building C-02 - market - Khalifa City - SW2 - Abu Dhabi - United Arab Emirates",050 788 9407,https://www.instagram.com/elegantedgeladiessalon/,4.6,88,https://maps.google.com/?cid=6613147823138616609,,,,55,MEDIUM,NEW,2026-08-29,2026-08-29,,SOCIAL_PROFILE,2026-08-30,SOCIAL_ONLY,https://www.instagram.com/elegantedgeladiessalon/,,Only social profile available,,,
ChIJq_2Ft5NGXj4RBu1gRSV_VPU,Plush Beauty Spa,salon,Khalifa City,12th St - Khalifa City - SW14 - Abu Dhabi - United Arab Emirates,02 556 8600,http://plushbeautyspa.ae/,4.6,390,https://maps.google.com/?cid=17677894235390536966,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,CONFIRMED_BOOKING,https://plushbeautyspa.ae/,Fresha,Booking platform detected: Fresha,,,
ChIJS_qRzU5HXj4RdDHREb3iqr0,Gold & Ash Ladies Beauty Center,salon,Khalifa City,CHF6+HRF - A - Khalifa City - Sector 32 - Abu Dhabi - United Arab Emirates,02 643 4955,http://www.mariagoldandash.ae/,4.6,598,https://maps.google.com/?cid=13666985320884810100,,,,45,MEDIUM,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,NO_BOOKING_FOUND,,,,,,
ChIJDQ4dJJFGXj4RvEL8WJHJhKo,Hajir Ladies Salon - صالون هاجر,salon,Khalifa City,Khalifa A - مدينة خليفة - حوض 32 - أبو ظبي - United Arab Emirates,02 556 2612,https://www.hajirladiessalon.com/,4.4,323,https://maps.google.com/?cid=12287167309473923772,,,,20,LOW,NEW,2026-08-29,2026-08-29,,INACCESSIBLE,2026-08-30,UNKNOWN,,,Website status: INACCESSIBLE,,,
ChIJMSB4C35HXj4RZaFWsB2HzPA,N.Bar Nail Spa & Salon Khalifa City,salon,Khalifa City,community market - Khalifa City - Sector 32 - Abu Dhabi - United Arab Emirates,800 6227,https://nbar.com/location/waitrose-khalifa-city/,4.8,361,https://maps.google.com/?cid=17351392025933947237,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,https://nbar.com/booking-policy/,,Booking-related URL detected: https://nbar.com/booking-policy/,,,
ChIJu-zyqTFHXj4Rfn0ltDhuQLY,Royal Nails Beauty Lounge - Khalifa City,salon,Khalifa City,Khalifa City A Compound 58 Villa 1 - مدينة خليفة - جنوب غرب 1 - أبو ظبي - United Arab Emirates,050 357 0806,https://www.instagram.com/royalnailsbeautylounge.ae/,4.5,238,https://maps.google.com/?cid=13132617703231946110,,,,60,HIGH,NEW,2026-08-29,2026-08-29,,SOCIAL_PROFILE,2026-08-30,SOCIAL_ONLY,https://www.instagram.com/royalnailsbeautylounge.ae/,,Only social profile available,,,
ChIJp57p1VhPXj4RuUH6dZbTVEM,Top Touch Gents salon & spa Khalifa A city صالون وسبا توب تاتش مدينة خليفة أ,salon,Khalifa City,CJV7+Q28 - Khalifa City - SE45 - Abu Dhabi - United Arab Emirates,056 833 4333,https://toptouchspa.com/,4.9,108,https://maps.google.com/?cid=4851735341762757049,,,,25,LOW,NEW,2026-08-29,2026-08-29,,HTTP_403,2026-08-30,UNKNOWN,,,Website status: HTTP_403,,,
ChIJwReRVwZPXj4RpK7PtgYsZSw,Elle Beauty Lounge,salon,Khalifa City,A building C64 - Khalifa City - SE45 - Abu Dhabi - United Arab Emirates,02 878 3277,https://www.elleuae.com/,4.4,178,https://maps.google.com/?cid=3199011517665095332,,,,40,MEDIUM,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,NO_BOOKING_FOUND,,,,,,
ChIJU2cnyp9GXj4RtWRfLtpHLss,Tips and Toes,salon,Khalifa City,"Villa # 11,13, Street #12, Southwest 11,Khalifa City A - Khalifa City - Sector 32 - Abu Dhabi - United Arab Emirates",02 557 2255,http://www.tipsandtoes.com/,4.3,1202,https://maps.google.com/?cid=14640718441034507445,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,,,Booking keyword detected: book now,,,
ChIJA3hjb-NHXj4ROuB2SgejwCc,Luxury Harrods Beauty and Spa,salon,Khalifa City,Villa No.4 - 159 12th St - opposite of Al Forsan Village - Khalifa City - SW14 - Abu Dhabi - United Arab Emirates,058 640 1966,http://www.luxuryharrodsbeautyspa.com/,4.6,419,https://maps.google.com/?cid=2864468614717038650,,,,25,LOW,NEW,2026-08-29,2026-08-29,,HTTP_404,2026-08-30,UNKNOWN,,,Website status: HTTP_404,,,
ChIJcflCD3lHXj4RT3mzoBbL5Xs,Mamati Ladies Salon,salon,Khalifa City,الفرسان فيلا - CGCX+C2H - 25 خليفة أ - Khalifa City - Sector 32 - Abu Dhabi - United Arab Emirates,02 444 4250,http://www.mamati.com/,4.2,579,https://maps.google.com/?cid=8927765134377711951,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,https://www.mamati.com/booking,,Booking-related URL detected: https://www.mamati.com/booking,,,
ChIJlVCCajQmE6QRPxItws2xgAc,Haven Salon & Spa for ladies - Abu Dhabi صالون هيفن للسيدات,salon,Khalifa City,As Sunnaʹ St - Khalifa City - Sector 33 - Abu Dhabi - United Arab Emirates,050 222 3364,https://havenspa.ae/,4.6,477,https://maps.google.com/?cid=540627452568605247,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,CONFIRMED_BOOKING,https://havenspa.ae/,Fresha,Booking platform detected: Fresha,,,
ChIJ14qBf3tmXj4Ryl0XGGlJi5A,Le Voyage Beauty & Spa,salon,Khalifa City,A - opposite Spar Supermarket - Khalifa City - SW5 - Abu Dhabi - United Arab Emirates,02 442 0048,https://levoyagespa.com/,4.2,306,https://maps.google.com/?cid=10415499278948982218,,,,0,LOW,NEW,2026-08-29,2026-08-29,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,https://levoyagespa.com/booking-confirmation,,Booking-related URL detected: https://levoyagespa.com/booking-confirmation,,,
ChIJldsuf4dPXj4RP-dmBlvAypc,The Loft Fifth Avenue Beauty Lounge - Yas Mall,salon,Yas Island,Yas Mall - Yas Island - YS1 - Abu Dhabi - United Arab Emirates,02 565 0060,https://theloftfifthavenue.com/ae/en/salon/hair-and-beauty-salon-in-yas-mall-abu-dhabi,4.6,526,https://maps.google.com/?cid=10937766142204634943,,,,25,LOW,NEW,2026-08-30,2026-08-30,,HTTP_403,2026-08-30,UNKNOWN,,,Website status: HTTP_403,,,
ChIJX0fF9NNFXj4RnoPe9u8IN-0,Saal Style Beauty Salon,salon,Yas Island,W - 2 Yas Marina Circuit - Yas Island - YS1 - Abu Dhabi - United Arab Emirates,050 314 8000,https://www.instagram.com/saalstyle?igsh=MXVlaGhpMjUyemhuYg==&igsi=MXVlaGhpMjUyemhuYg==,4.8,116,https://maps.google.com/?cid=17093140737439990686,,,,60,HIGH,NEW,2026-08-30,2026-08-30,,SOCIAL_PROFILE,2026-08-30,SOCIAL_ONLY,https://www.instagram.com/saalstyle?igsh=MXVlaGhpMjUyemhuYg==&igsi=MXVlaGhpMjUyemhuYg==,,Only social profile available,,,
ChIJAdgYhN5PXj4RaWe6WoDcrrc,Beauty Lab Salon,salon,Yas Island,Waters edge Building 13 shop 14 - جزيرة ياس - ياس جنوب 1 - أبو ظبي - United Arab Emirates,050 911 6488,https://beautylabsalonae.com/,4.4,124,https://maps.google.com/?cid=13235758798724556649,,,,40,MEDIUM,NEW,2026-08-30,2026-08-30,,ACCESSIBLE,2026-08-30,NO_BOOKING_FOUND,,,,,,
ChIJNe0TlU1PXj4Refjm7kiQahI,Mizu Beauty Lounge,salon,Yas Island,Yas Acres Golf & Country Club - Yas Island - Yas North - Abu Dhabi - United Arab Emirates,050 962 6498,https://www.fresha.com/a/mizu-beauty-lounge-abu-dhabi-yas-acres-golf-country-club-c0rm8626,4.8,129,https://maps.google.com/?cid=1327031683134191737,,,,0,LOW,NEW,2026-08-30,2026-08-30,,ACCESSIBLE,2026-08-30,CONFIRMED_BOOKING,https://www.fresha.com/a/mizu-beauty-lounge-abu-dhabi-yas-acres-golf-country-club-c0rm8626,Fresha,Booking platform detected: Fresha,,,
ChIJsXh-qCRFXj4RPD1S74hayKA,Très Chic Beauty Lounge,salon,Yas Island,AL DAR Staff Housing - Block B 2 Al Athari St - Yas Island - YS6 - Abu Dhabi - United Arab Emirates,02 517 5810,https://www.treschicbeautylounge.com/,4.9,175,https://maps.google.com/?cid=11585609585587797308,,,,0,LOW,NEW,2026-08-30,2026-08-30,,ACCESSIBLE,2026-08-30,CONFIRMED_BOOKING,https://www.treschicbeautylounge.com/,Phorest,Booking platform detected: Phorest,,,
ChIJNZjaMk5FXj4RBlQbbIh0BkA,Beauty Lab Salon,salon,Yas Island,Ansam 2 - Yas Golf Collection - جزيرة ياس - مشروع أنسام - أبو ظبي - United Arab Emirates,056 545 0096,http://www.beautylabsalonae.com/,4.8,19,https://maps.google.com/?cid=4613502997565756422,,,,35,LOW,NEW,2026-08-30,2026-08-30,,ACCESSIBLE,2026-08-30,NO_BOOKING_FOUND,,,,,,
ChIJFZhIAO5DXj4RzlYwDOcq5NA,KF Makeup & Hair Styling (Home Service),salon,Yas Island,Bld No 5 - near yas mall - Yas Island - YS3 04 - Abu Dhabi - United Arab Emirates,050 370 7186,https://kfsalon.ae/,5,321,https://maps.google.com/?cid=15052203026409346766,,,,25,LOW,NEW,2026-08-30,2026-08-30,,INACCESSIBLE,2026-08-30,UNKNOWN,,,Website status: INACCESSIBLE,,,
ChIJURfcOI9FXj4RQMm5phqBgY8,Bedashing Beauty Lounge West Yas,salon,Yas Island,West Yas Plaza - جزيرة ياس - ياس جنوب 3 04 - أبو ظبي - United Arab Emirates,600 560037,http://bedashingbeauty.com/,4.6,727,https://maps.google.com/?cid=10340688170885695808,,,,0,LOW,NEW,2026-08-30,2026-08-30,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,,,Booking keyword detected: book appointment,,,
ChIJiRA2fSNFXj4RMWrYFpOYLvQ,Scarlet Rose Salon,salon,Yas Island,درب ياس الترفيهي - Yas Island - YN3 - Abu Dhabi - United Arab Emirates,055 945 8561,https://scarletrosesalon.ae/,4.8,94,https://maps.google.com/?cid=17595168551694002737,,,,20,LOW,NEW,2026-08-30,2026-08-30,,INACCESSIBLE,2026-08-30,UNKNOWN,,,Website status: INACCESSIBLE,,,
ChIJnbUMv8FFXj4RNd5I0EaxNd0,Ivy Beauty and Bubbles at The WB Abu Dhabi,salon,Yas Island,Curio Collection by Hilton - 1st Floor - Yas Island - YS4 - Abu Dhabi - United Arab Emirates,058 665 8678,https://ivyabudhabi.com/,4.8,162,https://maps.google.com/?cid=15939841373848002101,,,,0,LOW,NEW,2026-08-30,2026-08-30,,ACCESSIBLE,2026-08-30,LIKELY_BOOKING,https://ivyabudhabi.com/book-visit/,,Booking-related URL detected: https://ivyabudhabi.com/book-visit/,,,
ChIJiwt7755FXj4RPvQbVWgLmug,Chaps and Co - Yas Mall,salon,Yas Island,Yas Island - ياس غرب - Abu Dhabi - United Arab Emirates,02 639 1011,https://www.chapsandco.com/ae/,4.9,1806,https://maps.google.com/?cid=16760721505945121854,,,,0,LOW,NEW,2026-08-30,2026-08-30,,ACCESSIBLE,2026-08-30,CONFIRMED_BOOKING,https://chapsandco.com/en-ae/pages/home,Fresha,Booking platform detected: Fresha,,,
